fpr,tpr
0.0,0.0
0.0,0.00016666666666666666
0.0,0.014
5.555555555555556e-05,0.014
5.555555555555556e-05,0.024833333333333332
8.333333333333333e-05,0.024833333333333332
8.333333333333333e-05,0.0325
0.00011111111111111112,0.0325
0.00011111111111111112,0.05583333333333333
0.0001388888888888889,0.05583333333333333
0.0001388888888888889,0.0635
0.00016666666666666666,0.0635
0.00016666666666666666,0.0975
0.00019444444444444443,0.0975
0.00019444444444444443,0.09983333333333333
0.00022222222222222223,0.09983333333333333
0.00022222222222222223,0.111
0.00025,0.111
0.00025,0.1215
0.0002777777777777778,0.1215
0.0002777777777777778,0.13166666666666665
0.00030555555555555555,0.13166666666666665
0.00030555555555555555,0.14366666666666666
0.0003333333333333333,0.14366666666666666
0.0003333333333333333,0.14566666666666667
0.0003611111111111111,0.14566666666666667
0.0003611111111111111,0.14933333333333335
0.0004166666666666667,0.14933333333333335
0.0004166666666666667,0.15483333333333332
0.00044444444444444447,0.15483333333333332
0.00044444444444444447,0.15783333333333333
0.00047222222222222224,0.15783333333333333
0.00047222222222222224,0.16216666666666665
0.0005,0.16216666666666665
0.0005,0.16316666666666665
0.0005277777777777777,0.16316666666666665
0.0005277777777777777,0.1645
0.0005555555555555556,0.1645
0.0005555555555555556,0.16816666666666666
0.0005833333333333334,0.16816666666666666
0.0005833333333333334,0.1725
0.0006111111111111111,0.1725
0.0006111111111111111,0.17833333333333334
0.0006666666666666666,0.17833333333333334
0.0006666666666666666,0.18266666666666667
0.0006944444444444445,0.18266666666666667
0.0006944444444444445,0.1865
0.00075,0.1865
0.00075,0.196
0.0007777777777777777,0.196
0.0007777777777777777,0.19733333333333333
0.0008333333333333334,0.19733333333333333
0.0008333333333333334,0.20716666666666667
0.0008611111111111111,0.20716666666666667
0.0008611111111111111,0.21066666666666667
0.0008888888888888889,0.21066666666666667
0.0008888888888888889,0.21333333333333335
0.0009166666666666666,0.21333333333333335
0.0009166666666666666,0.21416666666666667
0.0009444444444444445,0.21416666666666667
0.0009444444444444445,0.21483333333333332
0.0009722222222222222,0.21483333333333332
0.0009722222222222222,0.215
0.0010277777777777778,0.215
0.0010277777777777778,0.2165
0.0010555555555555555,0.2165
0.0010555555555555555,0.21766666666666667
0.0011111111111111111,0.21766666666666667
0.0011111111111111111,0.22316666666666668
0.001138888888888889,0.22316666666666668
0.001138888888888889,0.22333333333333333
0.0011666666666666668,0.22333333333333333
0.0011666666666666668,0.22516666666666665
0.0011944444444444444,0.22516666666666665
0.0011944444444444444,0.2285
0.0012222222222222222,0.2285
0.0012222222222222222,0.22983333333333333
0.00125,0.22983333333333333
0.00125,0.23133333333333334
0.0013055555555555555,0.23133333333333334
0.0013055555555555555,0.23166666666666666
0.0013333333333333333,0.23166666666666666
0.0013333333333333333,0.238
0.001388888888888889,0.238
0.001388888888888889,0.23866666666666667
0.0014166666666666668,0.23866666666666667
0.0014166666666666668,0.24
0.0014444444444444444,0.24
0.0014444444444444444,0.241
0.0015,0.241
0.0015,0.24433333333333335
0.0015277777777777779,0.24433333333333335
0.0015277777777777779,0.24466666666666667
0.0015555555555555555,0.24466666666666667
0.0015555555555555555,0.24833333333333332
0.0015833333333333333,0.24833333333333332
0.0015833333333333333,0.24933333333333332
0.0016111111111111111,0.24933333333333332
0.0016111111111111111,0.252
0.001638888888888889,0.252
0.001638888888888889,0.25216666666666665
0.0016666666666666668,0.25216666666666665
0.0016666666666666668,0.25416666666666665
0.0016944444444444444,0.25416666666666665
0.0016944444444444444,0.25816666666666666
0.0017222222222222222,0.25816666666666666
0.0017222222222222222,0.25866666666666666
0.00175,0.25866666666666666
0.00175,0.25966666666666666
0.0017777777777777779,0.25966666666666666
0.0017777777777777779,0.261
0.0018055555555555555,0.261
0.0018055555555555555,0.26266666666666666
0.0018333333333333333,0.26266666666666666
0.0018333333333333333,0.26316666666666666
0.001888888888888889,0.26316666666666666
0.001888888888888889,0.264
0.0019166666666666666,0.264
0.0019166666666666666,0.2645
0.0019444444444444444,0.2645
0.0019444444444444444,0.2648333333333333
0.0019722222222222224,0.2648333333333333
0.0019722222222222224,0.26666666666666666
0.002,0.26666666666666666
0.002,0.26766666666666666
0.0020277777777777777,0.26766666666666666
0.0020277777777777777,0.26866666666666666
0.0020555555555555557,0.26866666666666666
0.0020555555555555557,0.2688333333333333
0.0020833333333333333,0.2688333333333333
0.0020833333333333333,0.27216666666666667
0.002111111111111111,0.27216666666666667
0.002111111111111111,0.2723333333333333
0.002138888888888889,0.2723333333333333
0.002138888888888889,0.2738333333333333
0.0021666666666666666,0.2738333333333333
0.0021666666666666666,0.275
0.0022222222222222222,0.275
0.0022222222222222222,0.2755
0.002277777777777778,0.2755
0.002277777777777778,0.27616666666666667
0.0023055555555555555,0.27616666666666667
0.0023055555555555555,0.2808333333333333
0.0023333333333333335,0.2808333333333333
0.0023333333333333335,0.2818333333333333
0.0023888888888888887,0.2818333333333333
0.0023888888888888887,0.2823333333333333
0.002416666666666667,0.2823333333333333
0.002416666666666667,0.285
0.0025,0.285
0.0025,0.28633333333333333
0.0025277777777777777,0.28633333333333333
0.0025277777777777777,0.2885
0.0025555555555555557,0.2885
0.0025555555555555557,0.2921666666666667
0.002611111111111111,0.2921666666666667
0.002611111111111111,0.29233333333333333
0.002638888888888889,0.29233333333333333
0.002638888888888889,0.2925
0.0026666666666666666,0.2925
0.0026666666666666666,0.2945
0.0026944444444444446,0.2945
0.0026944444444444446,0.2995
0.00275,0.2995
